000.000 =============================================================
000.000                     Station B                               
000.000 -------------------------------------------------------------
000.000 Protocol.lib, version 4.0, jiangyanjun0718@bupt.edu.cn
000.000 Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-05
000.000 Log file "bf.log", TCP port 59148, debug mask 0x00
000.000 Station B is connecting station A (TCP port 59148) ... Done.
000.425 New epoch: Sat May 20 10:11:31 2023
000.425 =================================================================
000.425 
000.425 Designed by Li Ruobin, build: May 20 2023  02:25:18
002.846 .... 8 packets received, 7688 bps, 96.11%, Err 0 (0.0e+00)
154.415 .... 561 packets received, 7475 bps, 93.44%, Err 15 (1.2e-05)
156.549 .... 568 packets received, 7465 bps, 93.31%, Err 15 (1.2e-05)
158.656 .... 576 packets received, 7469 bps, 93.36%, Err 15 (1.2e-05)
160.785 .... 584 packets received, 7472 bps, 93.40%, Err 15 (1.2e-05)
162.888 .... 592 packets received, 7476 bps, 93.45%, Err 15 (1.2e-05)
164.998 .... 600 packets received, 7480 bps, 93.50%, Err 15 (1.1e-05)
167.121 .... 608 packets received, 7483 bps, 93.54%, Err 15 (1.1e-05)
169.232 .... 616 packets received, 7486 bps, 93.58%, Err 15 (1.1e-05)
171.356 .... 624 packets received, 7489 bps, 93.61%, Err 16 (1.2e-05)
173.460 .... 631 packets received, 7481 bps, 93.51%, Err 16 (1.2e-05)
175.592 .... 639 packets received, 7483 bps, 93.54%, Err 16 (1.1e-05)
177.711 .... 647 packets received, 7486 bps, 93.58%, Err 16 (1.1e-05)
179.837 .... 655 packets received, 7489 bps, 93.61%, Err 16 (1.1e-05)
181.956 .... 663 packets received, 7492 bps, 93.65%, Err 16 (1.1e-05)
184.099 .... 671 packets received, 7494 bps, 93.67%, Err 16 (1.1e-05)
186.209 .... 679 packets received, 7497 bps, 93.71%, Err 16 (1.1e-05)
188.353 .... 686 packets received, 7487 bps, 93.59%, Err 17 (1.1e-05)
190.465 .... 694 packets received, 7490 bps, 93.63%, Err 18 (1.2e-05)
192.601 .... 701 packets received, 7482 bps, 93.52%, Err 18 (1.2e-05)
194.729 .... 709 packets received, 7484 bps, 93.55%, Err 18 (1.2e-05)
196.850 .... 717 packets received, 7487 bps, 93.58%, Err 18 (1.1e-05)
198.976 .... 725 packets received, 7489 bps, 93.61%, Err 18 (1.1e-05)
201.098 .... 733 packets received, 7492 bps, 93.64%, Err 18 (1.1e-05)
203.228 .... 737 packets received, 7453 bps, 93.17%, Err 19 (1.2e-05)
205.367 .... 748 packets received, 7485 bps, 93.57%, Err 19 (1.2e-05)
207.468 .... 756 packets received, 7489 bps, 93.61%, Err 19 (1.1e-05)
209.621 .... 764 packets received, 7490 bps, 93.62%, Err 19 (1.1e-05)
211.717 .... 772 packets received, 7493 bps, 93.66%, Err 19 (1.1e-05)
214.892 .... 780 packets received, 7459 bps, 93.23%, Err 20 (1.2e-05)
217.044 .... 791 packets received, 7488 bps, 93.61%, Err 20 (1.2e-05)
219.167 .... 799 packets received, 7491 bps, 93.63%, Err 20 (1.1e-05)
221.292 .... 807 packets received, 7493 bps, 93.66%, Err 20 (1.1e-05)
223.418 .... 815 packets received, 7495 bps, 93.69%, Err 20 (1.1e-05)
225.530 .... 823 packets received, 7497 bps, 93.72%, Err 20 (1.1e-05)
227.636 .... 831 packets received, 7500 bps, 93.75%, Err 20 (1.1e-05)
229.745 .... 839 packets received, 7502 bps, 93.78%, Err 20 (1.1e-05)
231.867 .... 847 packets received, 7504 bps, 93.80%, Err 20 (1.1e-05)
233.993 .... 855 packets received, 7506 bps, 93.83%, Err 20 (1.1e-05)
237.417 .... 863 packets received, 7467 bps, 93.34%, Err 21 (1.1e-05)
240.047 .... 872 packets received, 7462 bps, 93.27%, Err 22 (1.1e-05)
242.148 .... 884 packets received, 7499 bps, 93.73%, Err 22 (1.1e-05)
244.287 .... 892 packets received, 7500 bps, 93.75%, Err 22 (1.1e-05)
246.396 .... 900 packets received, 7502 bps, 93.78%, Err 22 (1.1e-05)
248.510 .... 908 packets received, 7505 bps, 93.81%, Err 22 (1.1e-05)
250.626 .... 916 packets received, 7507 bps, 93.83%, Err 22 (1.1e-05)
253.258 .... 921 packets received, 7469 bps, 93.36%, Err 23 (1.1e-05)
255.372 .... 933 packets received, 7503 bps, 93.79%, Err 23 (1.1e-05)
257.501 .... 941 packets received, 7505 bps, 93.81%, Err 23 (1.1e-05)
259.600 .... 949 packets received, 7507 bps, 93.84%, Err 23 (1.1e-05)
261.696 .... 957 packets received, 7510 bps, 93.87%, Err 23 (1.1e-05)
263.830 .... 965 packets received, 7511 bps, 93.89%, Err 23 (1.1e-05)
266.733 .... 971 packets received, 7475 bps, 93.44%, Err 24 (1.1e-05)
268.849 .... 983 packets received, 7508 bps, 93.85%, Err 24 (1.1e-05)
270.965 .... 991 packets received, 7510 bps, 93.87%, Err 24 (1.1e-05)
273.067 .... 999 packets received, 7512 bps, 93.90%, Err 24 (1.1e-05)
275.184 .... 1007 packets received, 7514 bps, 93.92%, Err 24 (1.1e-05)
277.288 .... 1015 packets received, 7516 bps, 93.95%, Err 24 (1.1e-05)
279.395 .... 1023 packets received, 7518 bps, 93.97%, Err 24 (1.1e-05)
281.512 .... 1031 packets received, 7520 bps, 94.00%, Err 24 (1.1e-05)
283.632 .... 1039 packets received, 7521 bps, 94.01%, Err 24 (1.1e-05)
285.738 .... 1047 packets received, 7523 bps, 94.04%, Err 24 (1.1e-05)
287.863 .... 1055 packets received, 7524 bps, 94.06%, Err 24 (1.0e-05)
289.966 .... 1063 packets received, 7526 bps, 94.08%, Err 24 (1.0e-05)
292.090 .... 1071 packets received, 7528 bps, 94.10%, Err 24 (1.0e-05)
294.193 .... 1079 packets received, 7530 bps, 94.12%, Err 24 (1.0e-05)
296.321 .... 1087 packets received, 7531 bps, 94.14%, Err 24 (1.0e-05)
298.404 .... 1095 packets received, 7533 bps, 94.17%, Err 24 (1.0e-05)
300.528 .... 1103 packets received, 7535 bps, 94.18%, Err 24 (1.0e-05)
302.653 .... 1111 packets received, 7536 bps, 94.20%, Err 24 (9.9e-06)
306.065 .... 1116 packets received, 7485 bps, 93.56%, Err 26 (1.1e-05)
308.447 .... 1128 packets received, 7507 bps, 93.84%, Err 27 (1.1e-05)
310.828 .... 1133 packets received, 7482 bps, 93.53%, Err 27 (1.1e-05)
313.201 .... 1138 packets received, 7458 bps, 93.23%, Err 27 (1.1e-05)
315.315 .... 1144 packets received, 7447 bps, 93.09%, Err 27 (1.1e-05)
317.430 .... 1150 packets received, 7436 bps, 92.95%, Err 27 (1.1e-05)
319.547 .... 1156 packets received, 7426 bps, 92.82%, Err 27 (1.1e-05)
321.653 .... 1162 packets received, 7415 bps, 92.69%, Err 27 (1.1e-05)
323.760 .... 1168 packets received, 7405 bps, 92.56%, Err 27 (1.0e-05)
325.881 .... 1174 packets received, 7394 bps, 92.43%, Err 27 (1.0e-05)
328.005 .... 1180 packets received, 7384 bps, 92.30%, Err 28 (1.1e-05)
330.101 .... 1186 packets received, 7374 bps, 92.18%, Err 28 (1.1e-05)
332.222 .... 1194 packets received, 7376 bps, 92.20%, Err 28 (1.1e-05)
334.312 .... 1202 packets received, 7379 bps, 92.24%, Err 28 (1.0e-05)
336.432 .... 1210 packets received, 7381 bps, 92.27%, Err 28 (1.0e-05)
338.562 .... 1218 packets received, 7383 bps, 92.29%, Err 28 (1.0e-05)
340.646 .... 1226 packets received, 7386 bps, 92.33%, Err 28 (1.0e-05)
342.763 .... 1234 packets received, 7389 bps, 92.36%, Err 28 (1.0e-05)
344.886 .... 1242 packets received, 7391 bps, 92.38%, Err 28 (1.0e-05)
347.004 .... 1250 packets received, 7393 bps, 92.41%, Err 28 (1.0e-05)
349.125 .... 1258 packets received, 7395 bps, 92.43%, Err 28 (1.0e-05)
351.213 .... 1266 packets received, 7397 bps, 92.47%, Err 28 (1.0e-05)
353.321 .... 1274 packets received, 7400 bps, 92.50%, Err 28 (9.9e-06)
355.442 .... 1282 packets received, 7402 bps, 92.52%, Err 28 (9.9e-06)
357.559 .... 1290 packets received, 7404 bps, 92.54%, Err 28 (9.8e-06)
359.672 .... 1298 packets received, 7406 bps, 92.57%, Err 28 (9.7e-06)
361.790 .... 1306 packets received, 7408 bps, 92.59%, Err 28 (9.7e-06)
363.891 .... 1314 packets received, 7410 bps, 92.62%, Err 28 (9.6e-06)
366.009 .... 1322 packets received, 7412 bps, 92.65%, Err 28 (9.6e-06)
368.130 .... 1330 packets received, 7414 bps, 92.67%, Err 28 (9.5e-06)
370.234 .... 1337 packets received, 7410 bps, 92.63%, Err 29 (9.8e-06)
372.354 .... 1345 packets received, 7412 bps, 92.65%, Err 29 (9.7e-06)
374.467 .... 1353 packets received, 7414 bps, 92.67%, Err 29 (9.7e-06)
376.567 .... 1361 packets received, 7416 bps, 92.70%, Err 29 (9.6e-06)
378.699 .... 1369 packets received, 7418 bps, 92.72%, Err 29 (9.6e-06)
380.800 .... 1377 packets received, 7420 bps, 92.75%, Err 29 (9.5e-06)
382.932 .... 1385 packets received, 7421 bps, 92.76%, Err 29 (9.5e-06)
385.048 .... 1393 packets received, 7423 bps, 92.79%, Err 29 (9.4e-06)
387.166 .... 1401 packets received, 7425 bps, 92.81%, Err 29 (9.4e-06)
389.296 .... 1409 packets received, 7426 bps, 92.83%, Err 29 (9.3e-06)
392.493 .... 1417 packets received, 7407 bps, 92.59%, Err 30 (9.6e-06)
394.608 .... 1428 packets received, 7425 bps, 92.81%, Err 30 (9.5e-06)
396.739 .... 1436 packets received, 7426 bps, 92.83%, Err 30 (9.5e-06)
398.868 .... 1444 packets received, 7428 bps, 92.84%, Err 30 (9.4e-06)
401.801 .... 1451 packets received, 7409 bps, 92.61%, Err 31 (9.7e-06)
403.911 .... 1462 packets received, 7426 bps, 92.83%, Err 31 (9.6e-06)
406.012 .... 1470 packets received, 7428 bps, 92.85%, Err 31 (9.6e-06)
408.114 .... 1477 packets received, 7425 bps, 92.81%, Err 32 (9.8e-06)
410.499 .... 1482 packets received, 7407 bps, 92.58%, Err 33 (1.0e-05)
412.610 .... 1493 packets received, 7423 bps, 92.79%, Err 33 (1.0e-05)
414.714 .... 1501 packets received, 7425 bps, 92.82%, Err 33 (1.0e-05)
416.835 .... 1505 packets received, 7407 bps, 92.59%, Err 34 (1.0e-05)
418.960 .... 1516 packets received, 7423 bps, 92.79%, Err 34 (1.0e-05)
421.068 .... 1524 packets received, 7425 bps, 92.81%, Err 34 (1.0e-05)
423.167 .... 1532 packets received, 7427 bps, 92.84%, Err 34 (1.0e-05)
425.288 .... 1540 packets received, 7428 bps, 92.86%, Err 34 (1.0e-05)
427.412 .... 1547 packets received, 7425 bps, 92.81%, Err 35 (1.0e-05)
429.511 .... 1555 packets received, 7427 bps, 92.84%, Err 35 (1.0e-05)
431.623 .... 1562 packets received, 7424 bps, 92.80%, Err 36 (1.0e-05)
433.725 .... 1570 packets received, 7426 bps, 92.82%, Err 36 (1.0e-05)
435.849 .... 1578 packets received, 7427 bps, 92.84%, Err 36 (1.0e-05)
437.956 .... 1586 packets received, 7429 bps, 92.86%, Err 36 (1.0e-05)
440.064 .... 1594 packets received, 7430 bps, 92.88%, Err 36 (1.0e-05)
442.174 .... 1602 packets received, 7432 bps, 92.90%, Err 36 (1.0e-05)
444.315 .... 1610 packets received, 7433 bps, 92.91%, Err 36 (1.0e-05)
446.419 .... 1617 packets received, 7430 bps, 92.88%, Err 37 (1.0e-05)
448.522 .... 1625 packets received, 7432 bps, 92.90%, Err 37 (1.0e-05)
450.640 .... 1633 packets received, 7433 bps, 92.92%, Err 37 (1.0e-05)
452.780 .... 1641 packets received, 7434 bps, 92.93%, Err 37 (1.0e-05)
455.946 .... 1649 packets received, 7419 bps, 92.73%, Err 38 (1.0e-05)
458.101 .... 1660 packets received, 7433 bps, 92.91%, Err 38 (1.0e-05)
460.185 .... 1668 packets received, 7435 bps, 92.93%, Err 38 (1.0e-05)
462.317 .... 1676 packets received, 7436 bps, 92.95%, Err 38 (1.0e-05)
464.426 .... 1684 packets received, 7437 bps, 92.97%, Err 38 (1.0e-05)
466.553 .... 1692 packets received, 7439 bps, 92.98%, Err 38 (1.0e-05)
468.659 .... 1700 packets received, 7440 bps, 93.00%, Err 38 (1.0e-05)
472.356 .... 1708 packets received, 7417 bps, 92.71%, Err 39 (1.0e-05)
474.453 .... 1720 packets received, 7436 bps, 92.95%, Err 40 (1.1e-05)
476.564 .... 1726 packets received, 7429 bps, 92.86%, Err 40 (1.1e-05)
478.674 .... 1734 packets received, 7430 bps, 92.87%, Err 40 (1.0e-05)
480.785 .... 1742 packets received, 7431 bps, 92.89%, Err 40 (1.0e-05)
482.908 .... 1750 packets received, 7433 bps, 92.91%, Err 40 (1.0e-05)
485.014 .... 1758 packets received, 7434 bps, 92.93%, Err 40 (1.0e-05)
487.142 .... 1766 packets received, 7435 bps, 92.94%, Err 40 (1.0e-05)
489.233 .... 1774 packets received, 7437 bps, 92.96%, Err 41 (1.0e-05)
491.367 .... 1782 packets received, 7438 bps, 92.98%, Err 41 (1.0e-05)
493.458 .... 1790 packets received, 7440 bps, 93.00%, Err 41 (1.0e-05)
495.583 .... 1798 packets received, 7441 bps, 93.01%, Err 41 (1.0e-05)
497.682 .... 1806 packets received, 7443 bps, 93.03%, Err 41 (1.0e-05)
499.806 .... 1814 packets received, 7444 bps, 93.05%, Err 41 (1.0e-05)
501.926 .... 1822 packets received, 7445 bps, 93.06%, Err 41 (1.0e-05)
504.019 .... 1830 packets received, 7446 bps, 93.08%, Err 41 (1.0e-05)
506.139 .... 1838 packets received, 7448 bps, 93.10%, Err 41 (1.0e-05)
508.268 .... 1846 packets received, 7449 bps, 93.11%, Err 41 (1.0e-05)
510.374 .... 1854 packets received, 7450 bps, 93.13%, Err 41 (1.0e-05)
512.479 .... 1862 packets received, 7451 bps, 93.14%, Err 41 (1.0e-05)
514.601 .... 1870 packets received, 7453 bps, 93.16%, Err 41 (1.0e-05)
516.722 .... 1878 packets received, 7454 bps, 93.17%, Err 41 (9.9e-06)
518.843 .... 1886 packets received, 7455 bps, 93.18%, Err 41 (9.9e-06)
520.954 .... 1894 packets received, 7456 bps, 93.20%, Err 41 (9.8e-06)
523.057 .... 1902 packets received, 7457 bps, 93.22%, Err 41 (9.8e-06)
525.177 .... 1910 packets received, 7458 bps, 93.23%, Err 41 (9.8e-06)
527.288 .... 1918 packets received, 7460 bps, 93.25%, Err 41 (9.7e-06)
529.420 .... 1926 packets received, 7461 bps, 93.26%, Err 41 (9.7e-06)
532.293 .... 1932 packets received, 7443 bps, 93.04%, Err 42 (9.9e-06)
534.412 .... 1944 packets received, 7460 bps, 93.25%, Err 42 (9.8e-06)
536.535 .... 1952 packets received, 7461 bps, 93.26%, Err 42 (9.8e-06)
538.638 .... 1960 packets received, 7462 bps, 93.28%, Err 42 (9.8e-06)
540.741 .... 1968 packets received, 7463 bps, 93.29%, Err 42 (9.7e-06)
542.880 .... 1976 packets received, 7464 bps, 93.30%, Err 42 (9.7e-06)
544.987 .... 1984 packets received, 7465 bps, 93.32%, Err 42 (9.6e-06)
547.080 .... 1992 packets received, 7467 bps, 93.34%, Err 42 (9.6e-06)
549.199 .... 2000 packets received, 7468 bps, 93.35%, Err 42 (9.6e-06)
552.386 .... 2007 packets received, 7451 bps, 93.13%, Err 44 (1.0e-05)
555.037 .... 2018 packets received, 7456 bps, 93.20%, Err 44 (9.9e-06)
557.137 .... 2022 packets received, 7442 bps, 93.03%, Err 44 (9.9e-06)
559.271 .... 2028 packets received, 7436 bps, 92.95%, Err 44 (9.8e-06)
562.425 .... 2034 packets received, 7416 bps, 92.70%, Err 45 (1.0e-05)
564.531 .... 2044 packets received, 7425 bps, 92.81%, Err 45 (1.0e-05)
566.654 .... 2052 packets received, 7426 bps, 92.82%, Err 45 (9.9e-06)
568.760 .... 2060 packets received, 7427 bps, 92.84%, Err 45 (9.9e-06)
571.674 .... 2067 packets received, 7414 bps, 92.68%, Err 46 (1.0e-05)
573.763 .... 2078 packets received, 7427 bps, 92.83%, Err 46 (1.0e-05)
575.891 .... 2086 packets received, 7428 bps, 92.84%, Err 46 (1.0e-05)
577.996 .... 2094 packets received, 7429 bps, 92.86%, Err 46 (1.0e-05)
580.132 .... 2102 packets received, 7430 bps, 92.87%, Err 46 (9.9e-06)
582.234 .... 2110 packets received, 7431 bps, 92.89%, Err 46 (9.9e-06)
584.351 .... 2118 packets received, 7432 bps, 92.90%, Err 46 (9.8e-06)
586.450 .... 2126 packets received, 7433 bps, 92.92%, Err 46 (9.8e-06)
588.577 .... 2134 packets received, 7434 bps, 92.93%, Err 46 (9.8e-06)
591.483 .... 2141 packets received, 7422 bps, 92.78%, Err 47 (9.9e-06)
593.597 .... 2152 packets received, 7434 bps, 92.92%, Err 47 (9.9e-06)
595.691 .... 2159 packets received, 7432 bps, 92.90%, Err 48 (1.0e-05)
598.887 .... 2167 packets received, 7419 bps, 92.74%, Err 49 (1.0e-05)
600.977 .... 2178 packets received, 7431 bps, 92.89%, Err 49 (1.0e-05)
603.079 .... 2186 packets received, 7432 bps, 92.90%, Err 49 (1.0e-05)
605.211 .... 2194 packets received, 7433 bps, 92.91%, Err 50 (1.0e-05)
607.316 .... 2201 packets received, 7431 bps, 92.89%, Err 51 (1.1e-05)
609.423 .... 2208 packets received, 7429 bps, 92.86%, Err 51 (1.0e-05)
611.573 .... 2216 packets received, 7429 bps, 92.87%, Err 51 (1.0e-05)
613.662 .... 2224 packets received, 7431 bps, 92.89%, Err 51 (1.0e-05)
615.784 .... 2232 packets received, 7432 bps, 92.90%, Err 51 (1.0e-05)
618.155 .... 2237 packets received, 7420 bps, 92.75%, Err 52 (1.1e-05)
620.277 .... 2248 packets received, 7431 bps, 92.89%, Err 52 (1.0e-05)
622.386 .... 2256 packets received, 7432 bps, 92.90%, Err 52 (1.0e-05)
624.503 .... 2264 packets received, 7433 bps, 92.91%, Err 52 (1.0e-05)
626.582 .... 2272 packets received, 7435 bps, 92.93%, Err 52 (1.0e-05)
628.723 .... 2280 packets received, 7435 bps, 92.94%, Err 52 (1.0e-05)
630.829 .... 2288 packets received, 7436 bps, 92.96%, Err 52 (1.0e-05)
632.960 .... 2296 packets received, 7437 bps, 92.97%, Err 53 (1.0e-05)
635.064 .... 2304 packets received, 7438 bps, 92.98%, Err 53 (1.0e-05)
637.183 .... 2312 packets received, 7439 bps, 92.99%, Err 53 (1.0e-05)
639.280 .... 2320 packets received, 7441 bps, 93.01%, Err 53 (1.0e-05)
641.377 .... 2328 packets received, 7442 bps, 93.02%, Err 53 (1.0e-05)
643.501 .... 2336 packets received, 7443 bps, 93.04%, Err 53 (1.0e-05)
645.631 .... 2344 packets received, 7444 bps, 93.05%, Err 53 (1.0e-05)
647.753 .... 2352 packets received, 7445 bps, 93.06%, Err 53 (1.0e-05)
649.858 .... 2360 packets received, 7446 bps, 93.07%, Err 53 (1.0e-05)
651.966 .... 2368 packets received, 7447 bps, 93.08%, Err 53 (1.0e-05)
654.058 .... 2376 packets received, 7448 bps, 93.10%, Err 53 (1.0e-05)
656.441 .... 2381 packets received, 7436 bps, 92.96%, Err 54 (1.0e-05)
658.562 .... 2392 packets received, 7447 bps, 93.08%, Err 54 (1.0e-05)
660.667 .... 2400 packets received, 7448 bps, 93.10%, Err 54 (1.0e-05)
662.805 .... 2408 packets received, 7449 bps, 93.11%, Err 54 (1.0e-05)
664.900 .... 2416 packets received, 7450 bps, 93.12%, Err 54 (1.0e-05)
667.037 .... 2424 packets received, 7450 bps, 93.13%, Err 54 (1.0e-05)
669.128 .... 2432 packets received, 7452 bps, 93.14%, Err 54 (1.0e-05)
671.250 .... 2440 packets received, 7452 bps, 93.16%, Err 54 (1.0e-05)
673.362 .... 2444 packets received, 7441 bps, 93.02%, Err 55 (1.0e-05)
675.468 .... 2454 packets received, 7448 bps, 93.10%, Err 56 (1.0e-05)
677.606 .... 2462 packets received, 7449 bps, 93.11%, Err 56 (1.0e-05)
679.698 .... 2470 packets received, 7450 bps, 93.13%, Err 56 (1.0e-05)
681.794 .... 2478 packets received, 7451 bps, 93.14%, Err 56 (1.0e-05)
683.908 .... 2486 packets received, 7452 bps, 93.15%, Err 56 (1.0e-05)
686.048 .... 2494 packets received, 7453 bps, 93.16%, Err 56 (1.0e-05)
688.143 .... 2502 packets received, 7454 bps, 93.18%, Err 56 (1.0e-05)
690.276 .... 2510 packets received, 7455 bps, 93.18%, Err 56 (1.0e-05)
692.904 .... 2516 packets received, 7444 bps, 93.05%, Err 57 (1.0e-05)
695.028 .... 2527 packets received, 7454 bps, 93.17%, Err 57 (1.0e-05)
697.125 .... 2535 packets received, 7455 bps, 93.19%, Err 57 (1.0e-05)
699.240 .... 2543 packets received, 7456 bps, 93.20%, Err 57 (1.0e-05)
701.364 .... 2551 packets received, 7457 bps, 93.21%, Err 57 (1.0e-05)
703.469 .... 2559 packets received, 7458 bps, 93.22%, Err 57 (1.0e-05)
705.571 .... 2567 packets received, 7459 bps, 93.23%, Err 58 (1.0e-05)
708.244 .... 2572 packets received, 7445 bps, 93.06%, Err 59 (1.0e-05)
710.321 .... 2583 packets received, 7455 bps, 93.19%, Err 59 (1.0e-05)
712.445 .... 2591 packets received, 7456 bps, 93.19%, Err 59 (1.0e-05)
714.553 .... 2599 packets received, 7457 bps, 93.21%, Err 59 (1.0e-05)
716.953 .... 2604 packets received, 7446 bps, 93.07%, Err 60 (1.0e-05)
719.072 .... 2615 packets received, 7455 bps, 93.19%, Err 60 (1.0e-05)
721.163 .... 2623 packets received, 7456 bps, 93.20%, Err 60 (1.0e-05)
723.283 .... 2631 packets received, 7457 bps, 93.21%, Err 60 (1.0e-05)
725.406 .... 2639 packets received, 7458 bps, 93.22%, Err 60 (1.0e-05)
727.513 .... 2647 packets received, 7459 bps, 93.24%, Err 60 (1.0e-05)
