000.000 =============================================================
000.000                     Station B                               
000.000 -------------------------------------------------------------
000.000 Protocol.lib, version 4.0, jiangyanjun0718@bupt.edu.cn
000.000 Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-05
000.000 Log file "b.log", TCP port 59146, debug mask 0x00
000.000 Station B is connecting station A (TCP port 59146) ... Done.
000.788 New epoch: Sat May 20 10:11:19 2023
000.788 =================================================================
000.788 
000.788 Designed by Li Ruobin, build: May 20 2023  02:25:18
003.192 .... 8 packets received, 7696 bps, 96.20%, Err 0 (0.0e+00)
176.398 .... 644 packets received, 7522 bps, 94.03%, Err 16 (1.1e-05)
178.503 .... 652 packets received, 7525 bps, 94.07%, Err 16 (1.1e-05)
180.613 .... 660 packets received, 7528 bps, 94.10%, Err 16 (1.1e-05)
182.739 .... 668 packets received, 7530 bps, 94.13%, Err 16 (1.1e-05)
184.846 .... 676 packets received, 7533 bps, 94.16%, Err 16 (1.1e-05)
186.948 .... 684 packets received, 7536 bps, 94.20%, Err 16 (1.1e-05)
189.063 .... 692 packets received, 7538 bps, 94.23%, Err 16 (1.1e-05)
191.180 .... 700 packets received, 7541 bps, 94.26%, Err 16 (1.1e-05)
193.295 .... 708 packets received, 7543 bps, 94.29%, Err 16 (1.0e-05)
195.409 .... 716 packets received, 7545 bps, 94.31%, Err 16 (1.0e-05)
197.522 .... 724 packets received, 7547 bps, 94.34%, Err 16 (1.0e-05)
199.635 .... 732 packets received, 7550 bps, 94.37%, Err 16 (1.0e-05)
201.724 .... 740 packets received, 7553 bps, 94.41%, Err 16 (1.0e-05)
204.647 .... 747 packets received, 7515 bps, 93.93%, Err 17 (1.0e-05)
206.758 .... 758 packets received, 7547 bps, 94.34%, Err 17 (1.0e-05)
208.865 .... 766 packets received, 7549 bps, 94.37%, Err 17 (1.0e-05)
210.991 .... 774 packets received, 7551 bps, 94.39%, Err 17 (1.0e-05)
213.114 .... 782 packets received, 7553 bps, 94.41%, Err 17 (1.0e-05)
215.228 .... 790 packets received, 7555 bps, 94.43%, Err 17 (9.9e-06)
217.321 .... 798 packets received, 7557 bps, 94.46%, Err 17 (9.8e-06)
219.453 .... 806 packets received, 7558 bps, 94.48%, Err 17 (9.7e-06)
221.560 .... 814 packets received, 7561 bps, 94.51%, Err 17 (9.6e-06)
223.672 .... 822 packets received, 7562 bps, 94.53%, Err 17 (9.5e-06)
225.795 .... 830 packets received, 7564 bps, 94.55%, Err 17 (9.4e-06)
227.891 .... 838 packets received, 7566 bps, 94.58%, Err 17 (9.4e-06)
230.000 .... 846 packets received, 7568 bps, 94.60%, Err 17 (9.3e-06)
232.122 .... 854 packets received, 7569 bps, 94.62%, Err 17 (9.2e-06)
234.207 .... 862 packets received, 7572 bps, 94.65%, Err 17 (9.1e-06)
236.328 .... 870 packets received, 7573 bps, 94.67%, Err 17 (9.0e-06)
238.455 .... 878 packets received, 7575 bps, 94.68%, Err 17 (8.9e-06)
240.578 .... 886 packets received, 7576 bps, 94.70%, Err 17 (8.9e-06)
242.700 .... 894 packets received, 7577 bps, 94.71%, Err 17 (8.8e-06)
244.806 .... 902 packets received, 7579 bps, 94.74%, Err 17 (8.7e-06)
246.902 .... 910 packets received, 7581 bps, 94.76%, Err 17 (8.6e-06)
249.038 .... 918 packets received, 7582 bps, 94.77%, Err 17 (8.6e-06)
251.134 .... 926 packets received, 7584 bps, 94.80%, Err 17 (8.5e-06)
253.250 .... 934 packets received, 7585 bps, 94.81%, Err 17 (8.4e-06)
255.378 .... 942 packets received, 7586 bps, 94.82%, Err 17 (8.3e-06)
257.487 .... 950 packets received, 7587 bps, 94.84%, Err 17 (8.3e-06)
259.595 .... 958 packets received, 7589 bps, 94.86%, Err 17 (8.2e-06)
261.703 .... 966 packets received, 7590 bps, 94.88%, Err 17 (8.1e-06)
263.805 .... 974 packets received, 7592 bps, 94.90%, Err 17 (8.1e-06)
266.191 .... 979 packets received, 7562 bps, 94.53%, Err 18 (8.5e-06)
268.298 .... 990 packets received, 7587 bps, 94.84%, Err 18 (8.4e-06)
270.405 .... 998 packets received, 7589 bps, 94.86%, Err 18 (8.3e-06)
272.509 .... 1006 packets received, 7590 bps, 94.88%, Err 18 (8.3e-06)
274.651 .... 1014 packets received, 7591 bps, 94.88%, Err 18 (8.2e-06)
276.736 .... 1018 packets received, 7563 bps, 94.54%, Err 20 (9.1e-06)
278.885 .... 1028 packets received, 7578 bps, 94.73%, Err 20 (9.0e-06)
280.971 .... 1036 packets received, 7580 bps, 94.75%, Err 20 (8.9e-06)
283.363 .... 1041 packets received, 7552 bps, 94.40%, Err 21 (9.3e-06)
285.467 .... 1052 packets received, 7575 bps, 94.69%, Err 21 (9.2e-06)
287.567 .... 1060 packets received, 7577 bps, 94.71%, Err 21 (9.2e-06)
289.687 .... 1068 packets received, 7578 bps, 94.73%, Err 21 (9.1e-06)
291.795 .... 1076 packets received, 7580 bps, 94.75%, Err 21 (9.0e-06)
293.925 .... 1084 packets received, 7580 bps, 94.76%, Err 21 (9.0e-06)
296.832 .... 1091 packets received, 7554 bps, 94.43%, Err 22 (9.3e-06)
298.953 .... 1102 packets received, 7576 bps, 94.70%, Err 22 (9.2e-06)
301.073 .... 1110 packets received, 7577 bps, 94.72%, Err 22 (9.2e-06)
303.181 .... 1118 packets received, 7579 bps, 94.73%, Err 22 (9.1e-06)
305.287 .... 1126 packets received, 7580 bps, 94.75%, Err 22 (9.0e-06)
307.411 .... 1134 packets received, 7581 bps, 94.76%, Err 22 (9.0e-06)
309.508 .... 1138 packets received, 7556 bps, 94.45%, Err 23 (9.3e-06)
311.630 .... 1149 packets received, 7577 bps, 94.71%, Err 23 (9.2e-06)
313.740 .... 1157 packets received, 7578 bps, 94.73%, Err 23 (9.2e-06)
315.853 .... 1165 packets received, 7579 bps, 94.74%, Err 24 (9.5e-06)
317.973 .... 1172 packets received, 7574 bps, 94.67%, Err 24 (9.5e-06)
320.069 .... 1180 packets received, 7576 bps, 94.69%, Err 24 (9.4e-06)
322.188 .... 1188 packets received, 7577 bps, 94.71%, Err 24 (9.3e-06)
324.295 .... 1196 packets received, 7578 bps, 94.72%, Err 24 (9.3e-06)
326.412 .... 1203 packets received, 7573 bps, 94.66%, Err 25 (9.6e-06)
328.508 .... 1211 packets received, 7574 bps, 94.68%, Err 25 (9.5e-06)
330.647 .... 1219 packets received, 7575 bps, 94.68%, Err 25 (9.5e-06)
332.745 .... 1227 packets received, 7576 bps, 94.70%, Err 25 (9.4e-06)
334.866 .... 1235 packets received, 7577 bps, 94.71%, Err 25 (9.4e-06)
336.972 .... 1243 packets received, 7578 bps, 94.73%, Err 25 (9.3e-06)
339.080 .... 1251 packets received, 7580 bps, 94.75%, Err 25 (9.2e-06)
341.206 .... 1259 packets received, 7580 bps, 94.76%, Err 25 (9.2e-06)
343.302 .... 1267 packets received, 7582 bps, 94.77%, Err 25 (9.1e-06)
345.405 .... 1275 packets received, 7583 bps, 94.79%, Err 25 (9.1e-06)
347.525 .... 1283 packets received, 7584 bps, 94.80%, Err 25 (9.0e-06)
349.641 .... 1290 packets received, 7579 bps, 94.74%, Err 26 (9.3e-06)
352.812 .... 1298 packets received, 7557 bps, 94.47%, Err 27 (9.6e-06)
354.916 .... 1309 packets received, 7576 bps, 94.70%, Err 27 (9.5e-06)
357.023 .... 1317 packets received, 7577 bps, 94.72%, Err 27 (9.5e-06)
359.158 .... 1325 packets received, 7578 bps, 94.72%, Err 27 (9.4e-06)
361.262 .... 1333 packets received, 7579 bps, 94.74%, Err 27 (9.4e-06)
363.365 .... 1341 packets received, 7580 bps, 94.75%, Err 27 (9.3e-06)
365.474 .... 1349 packets received, 7581 bps, 94.77%, Err 27 (9.3e-06)
367.608 .... 1356 packets received, 7576 bps, 94.70%, Err 28 (9.5e-06)
369.697 .... 1364 packets received, 7578 bps, 94.72%, Err 28 (9.5e-06)
371.810 .... 1372 packets received, 7579 bps, 94.74%, Err 28 (9.4e-06)
373.928 .... 1380 packets received, 7580 bps, 94.75%, Err 28 (9.4e-06)
376.029 .... 1388 packets received, 7581 bps, 94.76%, Err 28 (9.3e-06)
378.161 .... 1396 packets received, 7582 bps, 94.77%, Err 28 (9.3e-06)
380.253 .... 1404 packets received, 7583 bps, 94.79%, Err 28 (9.2e-06)
382.371 .... 1412 packets received, 7584 bps, 94.80%, Err 28 (9.2e-06)
384.491 .... 1420 packets received, 7585 bps, 94.81%, Err 28 (9.1e-06)
386.606 .... 1428 packets received, 7586 bps, 94.82%, Err 28 (9.1e-06)
388.703 .... 1436 packets received, 7587 bps, 94.83%, Err 28 (9.0e-06)
390.820 .... 1444 packets received, 7588 bps, 94.84%, Err 29 (9.3e-06)
392.922 .... 1451 packets received, 7583 bps, 94.79%, Err 29 (9.2e-06)
395.037 .... 1459 packets received, 7584 bps, 94.80%, Err 29 (9.2e-06)
397.154 .... 1467 packets received, 7585 bps, 94.81%, Err 29 (9.1e-06)
399.272 .... 1475 packets received, 7586 bps, 94.82%, Err 29 (9.1e-06)
401.373 .... 1483 packets received, 7587 bps, 94.84%, Err 29 (9.0e-06)
403.479 .... 1491 packets received, 7588 bps, 94.85%, Err 29 (9.0e-06)
405.596 .... 1495 packets received, 7569 bps, 94.61%, Err 30 (9.3e-06)
407.713 .... 1506 packets received, 7585 bps, 94.81%, Err 30 (9.2e-06)
409.843 .... 1514 packets received, 7585 bps, 94.81%, Err 30 (9.2e-06)
411.942 .... 1522 packets received, 7586 bps, 94.83%, Err 30 (9.1e-06)
414.058 .... 1530 packets received, 7587 bps, 94.84%, Err 30 (9.1e-06)
416.183 .... 1538 packets received, 7588 bps, 94.85%, Err 30 (9.0e-06)
418.814 .... 1543 packets received, 7564 bps, 94.56%, Err 32 (9.6e-06)
420.921 .... 1554 packets received, 7580 bps, 94.75%, Err 32 (9.5e-06)
423.307 .... 1559 packets received, 7562 bps, 94.52%, Err 32 (9.5e-06)
426.206 .... 1563 packets received, 7529 bps, 94.12%, Err 34 (1.0e-05)
428.314 .... 1573 packets received, 7540 bps, 94.25%, Err 34 (9.9e-06)
430.435 .... 1581 packets received, 7541 bps, 94.26%, Err 34 (9.9e-06)
432.558 .... 1589 packets received, 7542 bps, 94.27%, Err 34 (9.8e-06)
434.662 .... 1597 packets received, 7543 bps, 94.29%, Err 34 (9.8e-06)
436.777 .... 1605 packets received, 7544 bps, 94.30%, Err 34 (9.7e-06)
438.901 .... 1613 packets received, 7545 bps, 94.31%, Err 34 (9.7e-06)
441.526 .... 1618 packets received, 7523 bps, 94.04%, Err 35 (9.9e-06)
443.654 .... 1630 packets received, 7542 bps, 94.28%, Err 35 (9.9e-06)
445.756 .... 1638 packets received, 7544 bps, 94.30%, Err 35 (9.8e-06)
447.880 .... 1646 packets received, 7544 bps, 94.31%, Err 35 (9.8e-06)
449.987 .... 1654 packets received, 7546 bps, 94.32%, Err 35 (9.7e-06)
453.153 .... 1661 packets received, 7524 bps, 94.06%, Err 36 (9.9e-06)
455.798 .... 1670 packets received, 7521 bps, 94.02%, Err 37 (1.0e-05)
457.908 .... 1682 packets received, 7540 bps, 94.25%, Err 37 (1.0e-05)
460.014 .... 1690 packets received, 7541 bps, 94.27%, Err 37 (1.0e-05)
462.133 .... 1698 packets received, 7542 bps, 94.28%, Err 37 (1.0e-05)
464.241 .... 1706 packets received, 7543 bps, 94.29%, Err 37 (1.0e-05)
466.362 .... 1714 packets received, 7544 bps, 94.30%, Err 37 (9.9e-06)
468.484 .... 1722 packets received, 7545 bps, 94.31%, Err 37 (9.9e-06)
470.589 .... 1730 packets received, 7546 bps, 94.32%, Err 37 (9.8e-06)
472.706 .... 1738 packets received, 7547 bps, 94.34%, Err 37 (9.8e-06)
474.797 .... 1746 packets received, 7548 bps, 94.35%, Err 37 (9.8e-06)
476.922 .... 1754 packets received, 7549 bps, 94.36%, Err 37 (9.7e-06)
479.556 .... 1759 packets received, 7529 bps, 94.11%, Err 38 (9.9e-06)
481.679 .... 1771 packets received, 7547 bps, 94.33%, Err 38 (9.9e-06)
483.789 .... 1779 packets received, 7548 bps, 94.34%, Err 38 (9.8e-06)
485.901 .... 1787 packets received, 7548 bps, 94.36%, Err 38 (9.8e-06)
488.013 .... 1795 packets received, 7549 bps, 94.37%, Err 38 (9.7e-06)
490.120 .... 1803 packets received, 7550 bps, 94.38%, Err 38 (9.7e-06)
492.233 .... 1811 packets received, 7551 bps, 94.39%, Err 38 (9.7e-06)
494.341 .... 1818 packets received, 7548 bps, 94.35%, Err 39 (9.9e-06)
496.463 .... 1826 packets received, 7549 bps, 94.36%, Err 39 (9.8e-06)
498.563 .... 1834 packets received, 7550 bps, 94.37%, Err 39 (9.8e-06)
500.697 .... 1842 packets received, 7550 bps, 94.38%, Err 39 (9.8e-06)
502.786 .... 1850 packets received, 7552 bps, 94.39%, Err 39 (9.7e-06)
504.906 .... 1858 packets received, 7552 bps, 94.40%, Err 39 (9.7e-06)
507.014 .... 1866 packets received, 7553 bps, 94.42%, Err 39 (9.6e-06)
509.147 .... 1874 packets received, 7554 bps, 94.42%, Err 39 (9.6e-06)
511.253 .... 1882 packets received, 7555 bps, 94.43%, Err 39 (9.6e-06)
513.361 .... 1890 packets received, 7556 bps, 94.45%, Err 39 (9.5e-06)
515.483 .... 1898 packets received, 7556 bps, 94.45%, Err 39 (9.5e-06)
517.589 .... 1906 packets received, 7557 bps, 94.46%, Err 39 (9.4e-06)
519.697 .... 1914 packets received, 7558 bps, 94.48%, Err 40 (9.6e-06)
521.822 .... 1922 packets received, 7559 bps, 94.48%, Err 40 (9.6e-06)
523.926 .... 1930 packets received, 7560 bps, 94.50%, Err 40 (9.6e-06)
526.032 .... 1938 packets received, 7560 bps, 94.51%, Err 40 (9.5e-06)
528.154 .... 1946 packets received, 7561 bps, 94.51%, Err 40 (9.5e-06)
530.261 .... 1954 packets received, 7562 bps, 94.52%, Err 40 (9.4e-06)
532.370 .... 1962 packets received, 7563 bps, 94.54%, Err 40 (9.4e-06)
534.476 .... 1970 packets received, 7564 bps, 94.55%, Err 40 (9.4e-06)
536.594 .... 1978 packets received, 7564 bps, 94.55%, Err 40 (9.3e-06)
538.694 .... 1986 packets received, 7565 bps, 94.57%, Err 40 (9.3e-06)
540.826 .... 1994 packets received, 7566 bps, 94.57%, Err 40 (9.3e-06)
542.940 .... 2002 packets received, 7566 bps, 94.58%, Err 40 (9.2e-06)
545.049 .... 2010 packets received, 7567 bps, 94.59%, Err 40 (9.2e-06)
547.151 .... 2014 packets received, 7553 bps, 94.41%, Err 41 (9.4e-06)
549.275 .... 2025 packets received, 7565 bps, 94.56%, Err 41 (9.3e-06)
551.360 .... 2033 packets received, 7566 bps, 94.58%, Err 41 (9.3e-06)
553.480 .... 2041 packets received, 7567 bps, 94.58%, Err 41 (9.3e-06)
555.604 .... 2048 packets received, 7564 bps, 94.54%, Err 42 (9.5e-06)
557.710 .... 2056 packets received, 7564 bps, 94.55%, Err 42 (9.4e-06)
559.832 .... 2063 packets received, 7561 bps, 94.52%, Err 43 (9.6e-06)
562.218 .... 2068 packets received, 7547 bps, 94.34%, Err 44 (9.8e-06)
564.311 .... 2079 packets received, 7559 bps, 94.49%, Err 44 (9.8e-06)
566.421 .... 2087 packets received, 7560 bps, 94.50%, Err 44 (9.7e-06)
568.535 .... 2095 packets received, 7561 bps, 94.51%, Err 44 (9.7e-06)
570.670 .... 2103 packets received, 7561 bps, 94.52%, Err 44 (9.7e-06)
572.761 .... 2110 packets received, 7559 bps, 94.48%, Err 45 (9.8e-06)
574.882 .... 2118 packets received, 7559 bps, 94.49%, Err 45 (9.8e-06)
576.977 .... 2126 packets received, 7560 bps, 94.50%, Err 45 (9.8e-06)
579.099 .... 2134 packets received, 7561 bps, 94.51%, Err 45 (9.7e-06)
581.220 .... 2142 packets received, 7561 bps, 94.52%, Err 45 (9.7e-06)
583.336 .... 2150 packets received, 7562 bps, 94.53%, Err 45 (9.7e-06)
585.424 .... 2158 packets received, 7563 bps, 94.54%, Err 45 (9.6e-06)
587.542 .... 2166 packets received, 7564 bps, 94.55%, Err 45 (9.6e-06)
589.670 .... 2170 packets received, 7550 bps, 94.38%, Err 46 (9.8e-06)
591.770 .... 2181 packets received, 7562 bps, 94.52%, Err 46 (9.7e-06)
593.886 .... 2189 packets received, 7562 bps, 94.53%, Err 46 (9.7e-06)
596.003 .... 2197 packets received, 7563 bps, 94.54%, Err 46 (9.7e-06)
598.113 .... 2205 packets received, 7564 bps, 94.54%, Err 46 (9.6e-06)
600.229 .... 2213 packets received, 7564 bps, 94.55%, Err 46 (9.6e-06)
602.344 .... 2220 packets received, 7561 bps, 94.52%, Err 47 (9.8e-06)
604.444 .... 2228 packets received, 7562 bps, 94.53%, Err 47 (9.7e-06)
606.567 .... 2236 packets received, 7563 bps, 94.54%, Err 47 (9.7e-06)
608.674 .... 2244 packets received, 7564 bps, 94.54%, Err 47 (9.7e-06)
610.780 .... 2252 packets received, 7564 bps, 94.55%, Err 47 (9.6e-06)
613.958 .... 2256 packets received, 7538 bps, 94.23%, Err 50 (1.0e-05)
616.057 .... 2267 packets received, 7549 bps, 94.37%, Err 50 (1.0e-05)
618.164 .... 2273 packets received, 7544 bps, 94.29%, Err 50 (1.0e-05)
620.299 .... 2279 packets received, 7537 bps, 94.22%, Err 50 (1.0e-05)
622.391 .... 2285 packets received, 7532 bps, 94.15%, Err 50 (1.0e-05)
624.512 .... 2291 packets received, 7526 bps, 94.07%, Err 50 (1.0e-05)
626.614 .... 2297 packets received, 7520 bps, 94.00%, Err 50 (1.0e-05)
628.723 .... 2303 packets received, 7514 bps, 93.93%, Err 50 (1.0e-05)
630.843 .... 2309 packets received, 7509 bps, 93.86%, Err 50 (9.9e-06)
632.964 .... 2315 packets received, 7503 bps, 93.79%, Err 50 (9.9e-06)
635.071 .... 2321 packets received, 7497 bps, 93.72%, Err 50 (9.9e-06)
637.187 .... 2327 packets received, 7492 bps, 93.65%, Err 51 (1.0e-05)
639.307 .... 2331 packets received, 7480 bps, 93.50%, Err 52 (1.0e-05)
641.428 .... 2342 packets received, 7490 bps, 93.63%, Err 52 (1.0e-05)
643.533 .... 2350 packets received, 7491 bps, 93.64%, Err 52 (1.0e-05)
645.619 .... 2358 packets received, 7492 bps, 93.65%, Err 52 (1.0e-05)
647.756 .... 2366 packets received, 7493 bps, 93.66%, Err 52 (1.0e-05)
649.871 .... 2374 packets received, 7494 bps, 93.67%, Err 53 (1.0e-05)
653.039 .... 2381 packets received, 7479 bps, 93.49%, Err 55 (1.1e-05)
656.221 .... 2389 packets received, 7468 bps, 93.35%, Err 56 (1.1e-05)
658.341 .... 2400 packets received, 7478 bps, 93.48%, Err 56 (1.1e-05)
660.474 .... 2406 packets received, 7473 bps, 93.41%, Err 56 (1.1e-05)
662.565 .... 2412 packets received, 7468 bps, 93.34%, Err 56 (1.1e-05)
664.982 .... 2419 packets received, 7462 bps, 93.27%, Err 56 (1.1e-05)
667.090 .... 2425 packets received, 7457 bps, 93.21%, Err 56 (1.1e-05)
669.213 .... 2431 packets received, 7451 bps, 93.14%, Err 57 (1.1e-05)
671.314 .... 2438 packets received, 7449 bps, 93.12%, Err 57 (1.1e-05)
673.437 .... 2444 packets received, 7444 bps, 93.05%, Err 57 (1.1e-05)
675.809 .... 2451 packets received, 7439 bps, 92.99%, Err 57 (1.1e-05)
677.935 .... 2458 packets received, 7437 bps, 92.96%, Err 57 (1.1e-05)
680.041 .... 2464 packets received, 7432 bps, 92.90%, Err 58 (1.1e-05)
682.161 .... 2470 packets received, 7427 bps, 92.84%, Err 58 (1.1e-05)
684.254 .... 2476 packets received, 7422 bps, 92.78%, Err 59 (1.1e-05)
686.379 .... 2482 packets received, 7417 bps, 92.72%, Err 59 (1.1e-05)
688.503 .... 2488 packets received, 7412 bps, 92.65%, Err 59 (1.1e-05)
690.592 .... 2494 packets received, 7408 bps, 92.59%, Err 59 (1.1e-05)
692.731 .... 2500 packets received, 7402 bps, 92.53%, Err 59 (1.1e-05)
694.830 .... 2506 packets received, 7398 bps, 92.47%, Err 59 (1.1e-05)
696.955 .... 2512 packets received, 7393 bps, 92.41%, Err 59 (1.1e-05)
699.063 .... 2518 packets received, 7388 bps, 92.35%, Err 59 (1.1e-05)
701.183 .... 2524 packets received, 7383 bps, 92.29%, Err 59 (1.1e-05)
703.273 .... 2530 packets received, 7379 bps, 92.23%, Err 59 (1.0e-05)
705.395 .... 2536 packets received, 7374 bps, 92.17%, Err 59 (1.0e-05)
708.053 .... 2541 packets received, 7361 bps, 92.01%, Err 60 (1.1e-05)
710.151 .... 2551 packets received, 7368 bps, 92.10%, Err 60 (1.1e-05)
712.257 .... 2559 packets received, 7369 bps, 92.11%, Err 60 (1.1e-05)
714.375 .... 2567 packets received, 7370 bps, 92.13%, Err 60 (1.1e-05)
716.497 .... 2575 packets received, 7371 bps, 92.14%, Err 60 (1.0e-05)
718.611 .... 2583 packets received, 7372 bps, 92.15%, Err 60 (1.0e-05)
