000.000 =============================================================
000.000                     Station B                               
000.000 -------------------------------------------------------------
000.000 Protocol.lib, version 4.0, jiangyanjun0718@bupt.edu.cn
000.000 Channel: 8000 bps, 270 ms propagation delay, bit error rate 1.0E-05
000.000 Log file "./selective-B.log", TCP port 59144, debug mask 0x00
000.000 Station B is connecting station A (TCP port 59144) ... Done.
000.538 New epoch: Wed Apr  5 15:38:44 2023
000.538 =================================================================
000.538 
000.538 Designed by Jiang Yanjun, build: Oct 28 2018  16:51:52
002.954 .... 8 packets received, 7656 bps, 95.70%, Err 0 (0.0e+00)
057.358 .... 209 packets received, 7570 bps, 94.62%, Err 6 (1.3e-05)
059.475 .... 217 packets received, 7576 bps, 94.70%, Err 6 (1.3e-05)
061.580 .... 225 packets received, 7583 bps, 94.79%, Err 6 (1.2e-05)
063.685 .... 233 packets received, 7590 bps, 94.87%, Err 6 (1.2e-05)
065.801 .... 241 packets received, 7595 bps, 94.94%, Err 6 (1.1e-05)
067.922 .... 249 packets received, 7599 bps, 94.99%, Err 6 (1.1e-05)
070.028 .... 257 packets received, 7604 bps, 95.06%, Err 6 (1.1e-05)
072.130 .... 265 packets received, 7610 bps, 95.13%, Err 6 (1.0e-05)
074.247 .... 273 packets received, 7614 bps, 95.17%, Err 6 (1.0e-05)
076.861 .... 278 packets received, 7487 bps, 93.58%, Err 8 (1.3e-05)
078.974 .... 289 packets received, 7573 bps, 94.66%, Err 8 (1.3e-05)
081.104 .... 297 packets received, 7576 bps, 94.70%, Err 8 (1.2e-05)
083.217 .... 305 packets received, 7580 bps, 94.75%, Err 8 (1.2e-05)
085.324 .... 313 packets received, 7585 bps, 94.82%, Err 8 (1.2e-05)
088.501 .... 321 packets received, 7497 bps, 93.72%, Err 9 (1.3e-05)
090.610 .... 332 packets received, 7572 bps, 94.65%, Err 9 (1.2e-05)
092.751 .... 340 packets received, 7574 bps, 94.67%, Err 9 (1.2e-05)
094.836 .... 348 packets received, 7580 bps, 94.75%, Err 9 (1.2e-05)
096.957 .... 356 packets received, 7583 bps, 94.79%, Err 9 (1.2e-05)
099.083 .... 364 packets received, 7586 bps, 94.83%, Err 9 (1.1e-05)
101.219 .... 372 packets received, 7588 bps, 94.85%, Err 9 (1.1e-05)
103.325 .... 380 packets received, 7592 bps, 94.90%, Err 9 (1.1e-05)
105.447 .... 388 packets received, 7594 bps, 94.93%, Err 9 (1.1e-05)
107.562 .... 396 packets received, 7597 bps, 94.97%, Err 9 (1.1e-05)
109.663 .... 404 packets received, 7601 bps, 95.02%, Err 9 (1.0e-05)
111.766 .... 412 packets received, 7605 bps, 95.06%, Err 9 (1.0e-05)
114.945 .... 419 packets received, 7519 bps, 93.98%, Err 10 (1.1e-05)
117.048 .... 431 packets received, 7594 bps, 94.93%, Err 10 (1.1e-05)
119.167 .... 439 packets received, 7597 bps, 94.96%, Err 10 (1.1e-05)
121.268 .... 447 packets received, 7600 bps, 95.00%, Err 10 (1.0e-05)
124.446 .... 455 packets received, 7537 bps, 94.22%, Err 11 (1.1e-05)
127.352 .... 465 packets received, 7526 bps, 94.07%, Err 12 (1.2e-05)
129.453 .... 475 packets received, 7562 bps, 94.53%, Err 13 (1.3e-05)
132.113 .... 481 packets received, 7503 bps, 93.78%, Err 14 (1.3e-05)
134.215 .... 492 packets received, 7553 bps, 94.42%, Err 14 (1.3e-05)
136.334 .... 500 packets received, 7556 bps, 94.45%, Err 14 (1.3e-05)
138.438 .... 508 packets received, 7560 bps, 94.50%, Err 14 (1.3e-05)
140.555 .... 516 packets received, 7562 bps, 94.53%, Err 14 (1.3e-05)
142.673 .... 524 packets received, 7565 bps, 94.56%, Err 14 (1.2e-05)
144.775 .... 532 packets received, 7568 bps, 94.60%, Err 14 (1.2e-05)
146.892 .... 540 packets received, 7571 bps, 94.63%, Err 15 (1.3e-05)
149.012 .... 547 packets received, 7559 bps, 94.49%, Err 15 (1.3e-05)
151.114 .... 555 packets received, 7562 bps, 94.53%, Err 15 (1.2e-05)
153.488 .... 560 packets received, 7512 bps, 93.90%, Err 16 (1.3e-05)
155.608 .... 571 packets received, 7555 bps, 94.43%, Err 16 (1.3e-05)
157.724 .... 579 packets received, 7557 bps, 94.46%, Err 17 (1.4e-05)
159.827 .... 587 packets received, 7560 bps, 94.50%, Err 17 (1.3e-05)
161.927 .... 595 packets received, 7563 bps, 94.54%, Err 17 (1.3e-05)
164.061 .... 603 packets received, 7565 bps, 94.56%, Err 17 (1.3e-05)
166.148 .... 611 packets received, 7568 bps, 94.61%, Err 17 (1.3e-05)
168.284 .... 619 packets received, 7570 bps, 94.62%, Err 17 (1.3e-05)
170.917 .... 625 packets received, 7525 bps, 94.06%, Err 18 (1.3e-05)
173.036 .... 636 packets received, 7563 bps, 94.54%, Err 18 (1.3e-05)
175.124 .... 644 packets received, 7566 bps, 94.58%, Err 18 (1.3e-05)
177.259 .... 648 packets received, 7521 bps, 94.02%, Err 19 (1.3e-05)
179.362 .... 659 packets received, 7559 bps, 94.49%, Err 19 (1.3e-05)
181.479 .... 667 packets received, 7561 bps, 94.51%, Err 19 (1.3e-05)
183.596 .... 675 packets received, 7563 bps, 94.54%, Err 19 (1.3e-05)
185.715 .... 683 packets received, 7565 bps, 94.56%, Err 19 (1.3e-05)
187.803 .... 691 packets received, 7568 bps, 94.60%, Err 19 (1.3e-05)
189.933 .... 699 packets received, 7570 bps, 94.62%, Err 19 (1.3e-05)
192.038 .... 707 packets received, 7572 bps, 94.65%, Err 19 (1.2e-05)
194.169 .... 715 packets received, 7573 bps, 94.67%, Err 19 (1.2e-05)
196.274 .... 723 packets received, 7575 bps, 94.69%, Err 19 (1.2e-05)
198.392 .... 731 packets received, 7577 bps, 94.71%, Err 19 (1.2e-05)
201.011 .... 737 packets received, 7539 bps, 94.24%, Err 20 (1.2e-05)
203.134 .... 748 packets received, 7572 bps, 94.65%, Err 20 (1.2e-05)
205.257 .... 756 packets received, 7573 bps, 94.67%, Err 20 (1.2e-05)
207.362 .... 764 packets received, 7575 bps, 94.69%, Err 20 (1.2e-05)
209.467 .... 772 packets received, 7577 bps, 94.72%, Err 20 (1.2e-05)
211.586 .... 780 packets received, 7579 bps, 94.74%, Err 20 (1.2e-05)
213.691 .... 788 packets received, 7581 bps, 94.76%, Err 20 (1.2e-05)
215.812 .... 796 packets received, 7582 bps, 94.78%, Err 20 (1.2e-05)
217.917 .... 804 packets received, 7584 bps, 94.80%, Err 20 (1.2e-05)
220.022 .... 812 packets received, 7586 bps, 94.83%, Err 20 (1.1e-05)
222.127 .... 820 packets received, 7588 bps, 94.85%, Err 20 (1.1e-05)
224.795 .... 826 packets received, 7553 bps, 94.41%, Err 21 (1.2e-05)
226.886 .... 837 packets received, 7582 bps, 94.78%, Err 21 (1.2e-05)
229.005 .... 845 packets received, 7584 bps, 94.80%, Err 21 (1.1e-05)
231.109 .... 853 packets received, 7586 bps, 94.82%, Err 21 (1.1e-05)
233.228 .... 861 packets received, 7587 bps, 94.84%, Err 21 (1.1e-05)
235.352 .... 869 packets received, 7588 bps, 94.85%, Err 21 (1.1e-05)
237.455 .... 877 packets received, 7590 bps, 94.87%, Err 21 (1.1e-05)
239.590 .... 885 packets received, 7591 bps, 94.88%, Err 21 (1.1e-05)
241.691 .... 893 packets received, 7593 bps, 94.91%, Err 21 (1.1e-05)
243.809 .... 901 packets received, 7594 bps, 94.92%, Err 21 (1.1e-05)
245.931 .... 909 packets received, 7595 bps, 94.94%, Err 21 (1.1e-05)
248.034 .... 917 packets received, 7597 bps, 94.96%, Err 21 (1.1e-05)
250.153 .... 925 packets received, 7598 bps, 94.97%, Err 21 (1.1e-05)
252.255 .... 933 packets received, 7599 bps, 94.99%, Err 21 (1.0e-05)
254.388 .... 941 packets received, 7600 bps, 95.00%, Err 21 (1.0e-05)
256.507 .... 949 packets received, 7601 bps, 95.01%, Err 21 (1.0e-05)
258.624 .... 957 packets received, 7602 bps, 95.03%, Err 21 (1.0e-05)
260.741 .... 965 packets received, 7603 bps, 95.04%, Err 21 (1.0e-05)
262.845 .... 973 packets received, 7605 bps, 95.06%, Err 21 (1.0e-05)
264.961 .... 981 packets received, 7606 bps, 95.07%, Err 21 (9.9e-06)
267.078 .... 989 packets received, 7607 bps, 95.09%, Err 21 (9.8e-06)
269.181 .... 997 packets received, 7608 bps, 95.11%, Err 21 (9.8e-06)
271.314 .... 1005 packets received, 7609 bps, 95.11%, Err 21 (9.7e-06)
273.405 .... 1013 packets received, 7611 bps, 95.13%, Err 21 (9.6e-06)
275.513 .... 1021 packets received, 7612 bps, 95.15%, Err 21 (9.5e-06)
277.635 .... 1029 packets received, 7613 bps, 95.16%, Err 21 (9.5e-06)
280.532 .... 1036 packets received, 7585 bps, 94.82%, Err 22 (9.8e-06)
282.655 .... 1047 packets received, 7608 bps, 95.10%, Err 22 (9.7e-06)
284.764 .... 1055 packets received, 7609 bps, 95.12%, Err 22 (9.7e-06)
286.883 .... 1063 packets received, 7610 bps, 95.13%, Err 22 (9.6e-06)
289.001 .... 1071 packets received, 7611 bps, 95.14%, Err 22 (9.5e-06)
291.407 .... 1075 packets received, 7576 bps, 94.70%, Err 23 (9.9e-06)
293.509 .... 1087 packets received, 7606 bps, 95.07%, Err 23 (9.8e-06)
295.630 .... 1095 packets received, 7607 bps, 95.08%, Err 23 (9.7e-06)
298.010 .... 1099 packets received, 7573 bps, 94.67%, Err 24 (1.0e-05)
300.125 .... 1111 packets received, 7602 bps, 95.02%, Err 24 (1.0e-05)
302.236 .... 1119 packets received, 7603 bps, 95.04%, Err 24 (9.9e-06)
305.383 .... 1127 packets received, 7578 bps, 94.73%, Err 25 (1.0e-05)
307.505 .... 1138 packets received, 7599 bps, 94.99%, Err 25 (1.0e-05)
309.625 .... 1146 packets received, 7600 bps, 95.00%, Err 25 (1.0e-05)
311.727 .... 1154 packets received, 7601 bps, 95.02%, Err 25 (1.0e-05)
313.849 .... 1162 packets received, 7602 bps, 95.03%, Err 25 (1.0e-05)
315.970 .... 1170 packets received, 7603 bps, 95.04%, Err 25 (9.9e-06)
318.072 .... 1177 packets received, 7598 bps, 94.97%, Err 26 (1.0e-05)
320.194 .... 1185 packets received, 7599 bps, 94.98%, Err 26 (1.0e-05)
322.315 .... 1192 packets received, 7593 bps, 94.91%, Err 27 (1.0e-05)
324.419 .... 1200 packets received, 7594 bps, 94.93%, Err 27 (1.0e-05)
326.541 .... 1208 packets received, 7595 bps, 94.94%, Err 27 (1.0e-05)
329.430 .... 1215 packets received, 7572 bps, 94.65%, Err 29 (1.1e-05)
331.563 .... 1226 packets received, 7591 bps, 94.89%, Err 29 (1.1e-05)
333.666 .... 1234 packets received, 7593 bps, 94.91%, Err 29 (1.1e-05)
336.044 .... 1239 packets received, 7569 bps, 94.62%, Err 30 (1.1e-05)
338.164 .... 1250 packets received, 7589 bps, 94.86%, Err 30 (1.1e-05)
340.266 .... 1258 packets received, 7590 bps, 94.87%, Err 30 (1.1e-05)
342.370 .... 1266 packets received, 7591 bps, 94.89%, Err 30 (1.1e-05)
344.502 .... 1274 packets received, 7592 bps, 94.90%, Err 30 (1.1e-05)
346.613 .... 1282 packets received, 7593 bps, 94.91%, Err 30 (1.1e-05)
348.716 .... 1290 packets received, 7594 bps, 94.92%, Err 30 (1.1e-05)
350.833 .... 1298 packets received, 7595 bps, 94.93%, Err 30 (1.1e-05)
352.922 .... 1306 packets received, 7596 bps, 94.95%, Err 30 (1.1e-05)
355.057 .... 1314 packets received, 7597 bps, 94.96%, Err 30 (1.1e-05)
357.433 .... 1319 packets received, 7575 bps, 94.68%, Err 31 (1.1e-05)
359.537 .... 1330 packets received, 7593 bps, 94.91%, Err 31 (1.1e-05)
361.652 .... 1338 packets received, 7594 bps, 94.93%, Err 31 (1.1e-05)
363.768 .... 1346 packets received, 7595 bps, 94.94%, Err 31 (1.1e-05)
365.872 .... 1354 packets received, 7596 bps, 94.95%, Err 31 (1.1e-05)
367.992 .... 1362 packets received, 7597 bps, 94.96%, Err 31 (1.1e-05)
370.108 .... 1370 packets received, 7598 bps, 94.97%, Err 31 (1.0e-05)
372.211 .... 1378 packets received, 7599 bps, 94.98%, Err 31 (1.0e-05)
374.573 .... 1383 packets received, 7578 bps, 94.73%, Err 32 (1.1e-05)
376.693 .... 1394 packets received, 7595 bps, 94.94%, Err 32 (1.1e-05)
378.827 .... 1402 packets received, 7596 bps, 94.95%, Err 32 (1.1e-05)
380.929 .... 1410 packets received, 7597 bps, 94.96%, Err 32 (1.1e-05)
383.032 .... 1418 packets received, 7598 bps, 94.97%, Err 32 (1.0e-05)
385.166 .... 1426 packets received, 7598 bps, 94.98%, Err 32 (1.0e-05)
387.257 .... 1434 packets received, 7600 bps, 95.00%, Err 32 (1.0e-05)
389.391 .... 1442 packets received, 7600 bps, 95.00%, Err 32 (1.0e-05)
391.480 .... 1450 packets received, 7601 bps, 95.02%, Err 32 (1.0e-05)
393.615 .... 1458 packets received, 7602 bps, 95.02%, Err 32 (1.0e-05)
395.719 .... 1466 packets received, 7603 bps, 95.03%, Err 32 (1.0e-05)
397.839 .... 1474 packets received, 7603 bps, 95.04%, Err 32 (1.0e-05)
399.928 .... 1482 packets received, 7605 bps, 95.06%, Err 32 (1.0e-05)
402.050 .... 1490 packets received, 7605 bps, 95.07%, Err 32 (1.0e-05)
404.185 .... 1498 packets received, 7606 bps, 95.07%, Err 32 (9.9e-06)
406.274 .... 1506 packets received, 7607 bps, 95.09%, Err 33 (1.0e-05)
408.392 .... 1513 packets received, 7603 bps, 95.03%, Err 33 (1.0e-05)
410.524 .... 1521 packets received, 7603 bps, 95.04%, Err 33 (1.0e-05)
412.640 .... 1529 packets received, 7604 bps, 95.05%, Err 33 (1.0e-05)
414.757 .... 1537 packets received, 7604 bps, 95.05%, Err 33 (1.0e-05)
416.875 .... 1544 packets received, 7600 bps, 95.00%, Err 34 (1.0e-05)
418.994 .... 1552 packets received, 7601 bps, 95.01%, Err 34 (1.0e-05)
421.083 .... 1560 packets received, 7602 bps, 95.02%, Err 34 (1.0e-05)
423.203 .... 1568 packets received, 7603 bps, 95.03%, Err 34 (1.0e-05)
425.308 .... 1576 packets received, 7604 bps, 95.04%, Err 34 (1.0e-05)
427.443 .... 1584 packets received, 7604 bps, 95.05%, Err 34 (1.0e-05)
429.563 .... 1592 packets received, 7604 bps, 95.06%, Err 34 (9.9e-06)
431.684 .... 1600 packets received, 7605 bps, 95.06%, Err 34 (9.9e-06)
433.773 .... 1608 packets received, 7606 bps, 95.08%, Err 34 (9.8e-06)
435.894 .... 1615 packets received, 7602 bps, 95.03%, Err 35 (1.0e-05)
437.998 .... 1623 packets received, 7603 bps, 95.04%, Err 35 (1.0e-05)
440.118 .... 1631 packets received, 7604 bps, 95.04%, Err 35 (1.0e-05)
442.236 .... 1639 packets received, 7604 bps, 95.05%, Err 35 (9.9e-06)
444.352 .... 1647 packets received, 7605 bps, 95.06%, Err 35 (9.9e-06)
446.452 .... 1655 packets received, 7606 bps, 95.07%, Err 36 (1.0e-05)
449.107 .... 1660 packets received, 7584 bps, 94.80%, Err 38 (1.1e-05)
451.197 .... 1670 packets received, 7594 bps, 94.92%, Err 38 (1.1e-05)
453.314 .... 1678 packets received, 7595 bps, 94.93%, Err 38 (1.0e-05)
456.222 .... 1685 packets received, 7578 bps, 94.72%, Err 39 (1.1e-05)
458.320 .... 1696 packets received, 7592 bps, 94.90%, Err 39 (1.1e-05)
460.455 .... 1704 packets received, 7592 bps, 94.91%, Err 39 (1.1e-05)
462.558 .... 1712 packets received, 7593 bps, 94.92%, Err 39 (1.1e-05)
464.660 .... 1720 packets received, 7594 bps, 94.93%, Err 39 (1.1e-05)
466.794 .... 1728 packets received, 7595 bps, 94.93%, Err 39 (1.0e-05)
468.884 .... 1736 packets received, 7596 bps, 94.95%, Err 39 (1.0e-05)
471.806 .... 1743 packets received, 7579 bps, 94.74%, Err 40 (1.1e-05)
473.897 .... 1754 packets received, 7593 bps, 94.91%, Err 40 (1.1e-05)
476.014 .... 1762 packets received, 7594 bps, 94.92%, Err 40 (1.1e-05)
478.130 .... 1770 packets received, 7594 bps, 94.93%, Err 40 (1.0e-05)
480.247 .... 1778 packets received, 7595 bps, 94.94%, Err 40 (1.0e-05)
482.379 .... 1782 packets received, 7578 bps, 94.73%, Err 41 (1.1e-05)
484.483 .... 1793 packets received, 7592 bps, 94.90%, Err 41 (1.1e-05)
486.601 .... 1801 packets received, 7593 bps, 94.91%, Err 41 (1.1e-05)
488.707 .... 1809 packets received, 7594 bps, 94.92%, Err 41 
